curriculum,course_type,th_abv,eng_abv,th_name,eng_name,credit,lect_hours,practice_hours,self_hours,th_desc,eng_desc,prerequisite
6. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน (ปรับปรุง 2568),วิชาเลือกเสรี,สธ.366,PB366,คอมพิวเตอร์ประยุกต์เพื่อความปลอดภัยด้านอัคคีภัย,Computer Applications for Fire Safety,3,3,0,6,การใช้คอมพิวเตอร์จำลองสภาวะการเกิดอัคคีภัยและการออกแบบเพื่อ ป้องกันอัคคีภัย การจำลองการอพยพ การคำนวณการแพร่กระจายของสารพิษ การประยุกต์โปรแกรมสารสนเทศ ภูมิศาสตร์เพื่อวิเคราะห์ผลกระทบกรณีฉุกเฉิน กรณีเกิดอุบัติเหตุต่างๆ ซอฟต์แวร์อื่นๆที่เกี่ยวกับความ ปลอดภัย ผลกระทบ สิ่งแวดล้อม และอาชีวอนามัย,"Computer of applications for fire dynamic modelling and design of fire preventions, evacuation simulation. Toxic dispersion calculations. Geological information system for emergency response and accident. Related soft wares for safety, environmental impact and occupational health.",
6. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน (ปรับปรุง 2568),วิชาเลือกเสรี,สธ.367,PB367,การควบคุมดูแลระบบบำบัดน้ำเสีย,Wastewater Treatment Operation,3,3,0,6,ระบบบำบัดน้ำเสียประเภทต่างๆ เทคนิคการกำจัดธาตุอาหารในน้ำเสียการเริ่มต้นเดินระบบบำบัดน้ำเสีย การควบคุมดูแลและการบำรุงรักษาระบบบำบัดน้ำเสีย การประเมินประสิทธิภาพของระบบบำบัดน้ำเสียการตรวจสอบการทำงานของระบบบำบัดน้ำเสีย ปัญหาในการเดินระบบและการแก้ไข การจัดการน้ำเสียอย่างยั่งยืน มีการศึกษาดูงานนอกสถานที่,Type of wastewater treatment. Nutrient removal technique. Wastewater treatment start-up and operation. Control and maintenance for wastewater treatment. Performance and Efficiency evaluation. Troubleshooting and solving. Sustainable wastewater management. Field Study.,
6. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน (ปรับปรุง 2568),วิชาเลือกเสรี,สธ.368,PB368,เทคโนโลยีการควบคุมกากของเสียอันตราย,Hazardous Waste Management Technology,3,3,0,6,หลักการและความสำคัญในการจัดการของเสียอันตราย เทคโนโลยีการจัดการของเสีย อันตราย หลักการ ป้องกันมลพิษ การลดของเสีย กระบวนการคัดแยกเพื่อนำกลับมาใช้ประโยชน์ เทคโนโลยีการบำบัดของเสียอันตรายด้วยกระบวนการทางกายภาพ เคมี และชีวภาพ เทคโนโลยีการฝัง กลบอย่างปลอดภัยและการเฝ้าระวังการปนเปื้อนสู่สิ่งแวดล้อม การฟื้นฟูสิ่งแวดล้อมที่ปนเปื้อนของเสีย อันตราย กฎหมายและข้อบังคับที่เกี่ยวข้อง กรณีศึกษา การศึกษาดูงานนอกสถานที่,"Technology of hazardous waste management, pollution prevention, waste minimization and life cycle assessment, hazardous waste treatment technology including physical, chemical and biological treatment, secure Landfill for hazardous waste and environmental monitoring, relevant laws and regulations and field observation.",
6. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน (ปรับปรุง 2568),วิชาเลือกเสรี,สธ.369,PB369,ระบบวัดคุมนิรภัย,Safety Instrumented System,3,3,0,6,หลักการและวิวัฒนาการของระบบวัดคุมนิรภัย มาตรฐานระบบวัดคุม นิรภัย การประเมินความเสี่ยงระบบวัดคุมนิรภัย การวิเคราะห์ความพร้อมใช้งานของอุปกรณ์ การ ออกแบบระบบวัดคุมนิรภัย การใช้งานระบบวัดคุมนิรภัย อุปกรณ์ เครื่องมือวัดใน พื้นที่อันตราย,"Principle and evolution of safety system, system standard, risk assessment in Safety Instrumented System, analysis of safety instrumented system, availability, design of safety instrumented system, instrumentation in hazardous area.",
6. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน (ปรับปรุง 2568),วิชาเลือกเสรี,สธ.377,PB377,นวัตกรรมสุขภาพเพื่อการพัฒนาท้องถิ่น,Health Innovation for Local Community Development,3,3,0,6,ทฤษฎีและแนวคิดเกี่ยวกับระบบการจัดการสุขภาพในชุมชนท้องถิ่น ความสัมพันธ์ระหว่างผู้ กำกับดูแลระบบสุขภาพ ผู้ให้บริการสุขภาพ ผู้รับบริการสุขภาพ และสมาชิกชุมชนในระบบสุขภาพท้องถิ่น แนวคิดและทฤษฎีว่าด้วยการจัดการนวัตกรรมและการขับเคลื่อนองค์ความรู้วิทยาศาสตร์และเทคโนโลยี สุขภาพออกสู่เชิงพาณิชย์และเชิงสังคม กรณีศึกษาการนำองค์ความรู้วิทยาศาสตร์สุขภาพไปใช้ในองค์กร ปกครองส่วนท้องถิ่นทั้งในประเทศและต่างประเทศ การทดลองนำองค์ความรู้ด้านอนามัยชุมชน การสร้าง เสริมสุขภาพ อนามัยสิ่งแวดล้อม และอาชีวอนามัย ไปจัดทำโครงการร่วมกับองค์กรปกครองส่วนท้องถิ่น ในเขตพื้นที่ชุมชนใกล้เคียงมหาวิทยาลัย,"Theories and concepts in managing local community health; dynamic relationships among health system regulators, health service providers, and health service recipients; theories and concepts in innovation management and in applying scientific and technological knowledge in health for commercial and social purpose; case studies on local government use of health scientific knowledge in Thailand and other countries; practice using existing theories and concepts in community health, health promotion, environmental health, and occupational health and safety in local communities near the university.",
6. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน (ปรับปรุง 2568),วิชาเลือกเสรี,สธ.386,PB386,นวัตกรรมเทคโนโลยีสะอาด,Innovative Clean Technology,3,3,0,6,หลักการและแนวคิดของนวัตกรรมเทคโนโลยีสะอาด แนวคิดกลไกการพัฒนาที่สะอาด แนวคิดเศรษฐกิจหมุนเวียน อุตสาหกรรมสีเขียว นวัตกรรมการจัดการมลพิษแบบบูรณาการ มาตรฐานต่าง ๆการประเมินวัฏจักรชีวิต การประเมินรอยเท้าคาร์บอน รอยเท้าน้ำ การออกแบบผลิตภัณฑ์เพื่อ สิ่งแวดล้อมการวิเคราะห์แหล่งกำเนิดมลพิษจากกระบวนการผลิตทางอุตสาหกรรมการประยุกต์ใช้แนวคิด นวัตกรรมเทคโนโลยีสะอาดในการจัดการมลพิษที่แหล่งกำเนิด กรณีศึกษา ศึกษาดูงานนอกสถานที่,"Principle and concept of innovative clean technology; clean development mechanism; circular economy, green industry; innovative technology for integrated pollution management; standards; life cycle assessment, carbon footprint, waster footprint, eco-design; Assessment of pollution sources in manufacturing process; apply concept of innovative clean technology to pollution management at source; case study; field study.",
6. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน (ปรับปรุง 2568),วิชาเลือกเสรี,สธ.388,PB388,มาตรฐานสากลและระบบการจัดการ,International Standard and Management System,3,3,0,6,องค์กรมาตรฐานระหว่างประเทศและในประเทศระบบการจัดการและการรับรอง ระบบงานที่เป็นมาตรฐานสากล ข้อกำหนด ขั้นตอนการขอการรับรองระบบ ISO9000 - มาตรฐานระบบ การจัดการคุณภาพ ISO14000 - มาตรฐานระบบการจัดการสิ่งแวดล้อม ISO50001 - มาตรฐานระบบการ จัดการพลังงาน ISO45001 - มาตรฐานระบบการจัดการอาชีวอนามัยและความปลอดภัย ISO26000 - มาตรฐานแนวทางความรับผิดชอบต่อสังคม ISO/IEC17025 - ข้อกำหนดทั่วไปว่าด้วยความสามารถของ ห้องปฏิบัติการทดสอบและสอบเทียบ ISO22000 – มาตรฐานระบบการจัดการความปลอดภัยของอาหาร GHP – มาตรฐานสุขลักษณะที่ดีในการผลิตอาหาร และ HACCP – มาตรฐานระบบการวิเคราะห์อันตราย และจุดวิกฤตที่ต้องควบคุมในการผลิตอาหารหรือมาตรฐานอื่นๆที่เกี่ยวข้อง,"International and national standards organizations; international management systems and certification systems; conformity assessment for ISO certification bodies; ISO9000-Quality management standards, ISO14000-Environmental management systems, ISO50001-Energy management system, ISO45001-Occupational health and safety management systems, ISO26000-Corporate social responsibility, ISO/IEC17025-Competence of testing and calibration laboratories, ISO22000-Food safety management; GHP-good hygiene practice, HACCP-hazard analysis and critical control point or other relevant standards",
6. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน (ปรับปรุง 2568),วิชาเลือกเสรี,สธ.389,PB389,การจัดการมูลฝอยแบบบูรณาการ,Integrated Solid Waste Management,3,3,0,6,หลักการและแนวคิดการจัดการมูลฝอยแบบบูรณาการ นโยบายเทคโนโลยีการจัดการมูลฝอยแบบผสมผสาน การประเมินศักยภาพและวางแผนระบบการจัดการมูลฝอยชุมชนโดยใช้หลักการความเป็นไปได้ ด้านเทคนิค ด้านเศรษฐศาสตร์ ด้านสังคม กรณีศึกษาเทคโนโลยีผลิตพลังงานจากมูลฝอยชุมชน กระบวนการทางความร้อน กระบวนการทางชีวเคมี การผลิตเชื้อเพลิงขยะ กฎหมายและข้อบังคับที่เกี่ยวข้อง ศึกษาดูงานนอกสถานที่,"Principle and concept of integrated solid waste management; policy; integrated solid waste management technology; potential assessment and planning of municipal solid waste management system based on feasibility of technical, economic and social aspects; case study of waste to energy from municipal solid waste, thermal process, biochemical process, refuse-derived fuel; law and regulation; field study",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,วท.111,SC111,ชีววิทยา 1,Biology 1,3,3,0,6,ชีววิทยาเบื้องต้นของสัตว์ โครงสร้างและกระบวนการทำงานเพื่อการดำรงชีพของสัตว์ ตั้งแต่ระดับโมเลกุล เซลล์ เนื้อเยื่อ อวัยวะ ระบบ ถึงระดับชีวิต โครงสร้างและหน้าที่ของกรดนิวคลีอิกในการถ่ายทอดลักษณะทางพันธุกรรม การจัดจำแนกสัตว์ การเจริญเติบโตและพัฒนาการ การสืบพันธุ์ พฤติกรรม วิวัฒนาการ และนิเวศวิทยาของสัตว์,"Fundamental biological concepts of animals, structures and basic metabolic processes of animal at molecular, cell, tissue, organ, system, and individual levels, structures and functions of nucleic acids in genetic inheritance, animal classifications, growth and development, reproduction, behavior, evolution, and ecology of animals.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,วท.112,SC112,ชีววิทยา 2,Biology 2,3,3,0,6,ชีววิทยาเบื้องต้นของพืช โครงสร้าง สรีรวิทยา และธรรมชาติของพืช พลังเคลื่อนไหวและกระบวนการทำงานเบื้องต้นเพื่อการดำรงชีวิต การจัดจำแนกพืช การสืบพันธุ์ วิวัฒนาการ และนิเวศวิทยาของพืช,"Fundamental biological concepts of plants, structures, physiological and natural aspects of plants, energetic and basic metabolic processes for life, plant classifications, reproduction, evolution, and plant ecology.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,วท.125,SC125,เคมีอินทรีย์ทั่วไป,Basic Organic Chemistry,3,3,0,6,ไฮบริไดเซชัน การเรียกชื่อและสมบัติของสารอินทรีย์ สเตอริโอเคมี ปฏิกิริยาและกลไกของสารอินทรีย์ สารประกอบไฮโดรคาร์บอน แอลกอฮอล์ อีเทอร์ สารประกอบคาร์บอไนล์ กรดคาร์บอซิลิกและอนุพันธ์ เอมีน คาร์โบไฮเดรต ไขมัน และกรดอะมิโน,"Hybridization, Nomenclature and properties of organic compounds, Stereochemistry, Reaction and mechanism of organic compounds, Hydrocarbons, Alcohols, Ethers, Carbonyl compounds, Carboxylic acid and derivatives, Amines, Carbohydrates, Lipids and Amino acids.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,วท.131,SC131,ฟิสิกส์ 1,Physics 1,3,3,0,6,เวกเตอร์ ปริมาณทางกายภาพ ระบบหน่วย การเคลื่อนที่และกฎการเคลื่อนที่ของนิวตัน งาน พลังงาน โมเมนตัมและกฎการอนุรักษ์ การเคลื่อนที่แบบหมุน โมเมนตัมเชิงมุมและกฎการอนุรักษ์ สมดุล สภาพยืดหยุ่น กลศาสตร์ของไหล การแกว่งกวัด คลื่น เสียง ความร้อน อุณหภูมิ สมบัติทางความร้อนของวัสดุ อุณหพลศาสตร์ ทฤษฎีจลน์ของก๊าซ,"Vectors, physical quantities, systems of units, motion and Newton's laws of motion, work, energy, momentum and the conservation law, rotational motion, angular momentum and the conservation law, equilibrium, elasticity, fluid mechanics, oscillations, waves, sound, heat, temperature, thermal properties of materials, thermodynamics, the kinetic theory of gases.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,วท.132,SC132,ฟิสิกส์ 2,Physics 2,3,3,0,6,กฎของคูลอมบ์ สนามไฟฟ้า กฎของเกาส์ ความจุไฟฟ้า ไดอิเล็กทริก พลังงานไฟฟ้า กระแสไฟฟ้า การนำไฟฟ้าในวัสดุ กฎของโอห์ม วงจรไฟฟ้ากระแสตรง กฎของเคิร์ชฮอฟฟ์ สนามแม่เหล็ก กฎของบิโอต์-สวาต กฎของแอมแปร์ ความเหนี่ยวนำ สมบัติทางแม่เหล็กของสสาร พลังงานแม่เหล็ก กฎการเหนี่ยวนำของฟาราเดย์ วงจรไฟฟ้ากระแสสลับ คลื่นแม่เหล็กไฟฟ้า แสง ทัศนศาสตร์เชิงเรขาคณิตและเชิงฟิสิกส์ ฟิสิกส์อะตอม ทฤษฎีควอนตัมเบื้องต้น ฟิสิกส์นิวเคลียร์เบื้องต้น,"Coulomb's law, electric fields, Gauss' law, capacitance, dielectrics, electric energy, electric current, conductions in materials, Ohm's law, DC circuits, Kirchhoff's laws, magnetic fields, Biot-Savart law, Ampere's law, inductance, magnetic properties of matter, magnetic energy, Faraday's law of induction, AC circuits, electromagnetic waves, light, geometrical and physical optics, atomic physics, elementary quantum theory, elementary nuclear physics.",SC131
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,วท.161,SC161,ปฏิบัติการชีววิทยา 1,Biology Laboratory 1,1,0,3,0,ปฏิบัติการเสริมความรู้ทางทฤษฎีรายวิชา วท.111,Experiments related to the contents in SC111,SC111
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,วท.162,SC162,ปฏิบัติการชีววิทยา 2,Biology Laboratory 2,1,0,3,0,ปฏิบัติการเสริมความรู้ทางทฤษฎีรายวิชา วท.112,Experiments related to the contents in SC112,SC112
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,วท.173,SC173,ปฏิบัติการเคมีพื้นฐาน,Fundamental Chemistry Laboratory,1,0,3,0,ปฏิบัติการเสริมความรู้ทางทฤษฎีรายวิชา วท.123,Experiments related to the contents in SC123,SC123 or SC128
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,วท.175,SC175,ปฏิบัติการเคมีอินทรีย์ทั่วไป,General Organic Chemistry Laboratory,1,0,3,0,ปฏิบัติการเสริมความรู้ทางทฤษฎีวิชา วท.125,Experiments related to the contents in SC125,SC125
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,วท.181,SC181,ปฏิบัติการฟิสิกส์ 1,Physics Laboratory 1,1,0,3,0,ปฏิบัติการเกี่ยวกับ การวัดและความคลาดเคลื่อน กลศาสตร์ คลื่น และอุณหพลศาสตร์,"Laboratory practices involving measurement and errors, mechanics, waves and thermodynamics.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,วท.182,SC182,ปฏิบัติการฟิสิกส์ 2,Physics Laboratory 2,1,0,3,0,ปฏิบัติการเกี่ยวกับ ไฟฟ้า แม่เหล็ก ทัศนศาสตร์ และฟิสิกส์แผนใหม่,"Laboratory practices involving electricity, magnetism, optics and modern physics.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,ค.218,MA218,แคลคูลัสสำหรับวิทยาศาสตร์ 1,Calculus for Science 1,3,3,0,6,ลิมิตและความต่อเนื่องของฟังก์ชัน อนุพันธ์ของฟังก์ชันพีชคณิตและฟังก์ชันอดิศัย กฎลูกโซ่ อนุพันธ์โดยปริยาย อนุพันธ์อันดับสูง การประยุกต์ของอนุพันธ์ ผลต่างเชิงอนุพันธ์และการประยุกต์ ปฏิยานุพันธ์ ปริพันธ์ไม่จำกัดเขต เทคนิคของการหาปริพันธ์ ปริพันธ์จำกัดเขตและการประยุกต์ในทางเรขาคณิต อนุกรมอนันต์,"Limits and continuity of functions, derivatives of algebraic functions and transcendental functions, the chain rule, derivative of implicit functions, higher order derivatives, applications of derivative, differential and its applications, antiderivatives, indefinite integrals, techniques of integration, definite integral and geometric applications of integral, infinite series.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,ทช.281,BT281,ชีวเคมีพื้นฐาน,Fundamental Biochemistry,2,2,0,4,เคมีเบื้องต้น โครงสร้าง หน้าที่ และเมแทบอลิซึมของสารชีวโมเลกุล,"Basic chemical, Structure, function and Metabolism of biomolecules.",SC111 or SC112 or SC113 and SC122 or SC123 or SC127
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,ทช.284,BT284,ปฏิบัติการชีวเคมี,Biochemistry Laboratory,1,0,3,0,ปฏิบัติการเสริมทักษะทางทฤษฎีของวิชา ทช.281 หรือ ทช.282,Laboratory approaches in Biochemistry or Fundamental Biochemistry.,BT281 or BT282
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,พศ.012,MD012,กายวิภาคศาสตร์มนุษย์พื้นฐาน,Fundamental Human Anatomy,2,2,0,4,ความรู้เกี่ยวกับโครงสร้างของร่างกายมนุษย์ การจำแนก และการทำงานของระบบเนื้อเยื่อและอวัยวะต่างๆ ในร่างกาย รวมทั้งการทำหน้าที่ในการเจริญเติบโต การสร้างและการซ่อมแซมอวัยวะต่างๆ ในการเจริญเติบโตและการเปลี่ยนแปลงทางกายภาพนับตั้งแต่ปฏิสนธิจนถึงวัยชรา,Knowledge about human body structure; differentiate and function of tissues and organs system including functions of growth; production and recovery of various organs in growth and physical changing from conception to elderly.,
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาศึกษาทั่วไป,พศ.022,MD022,สรีรวิทยาพื้นฐาน,Fundamental Physiology,2,2,0,4,หน้าที่ของเซลล์ เนื้อเยื่อ อวัยวะ และระบบต่างๆ ของร่างกาย รวมทั้งกลไกตอบโต้เพื่อรักษา สมดุลของร่างกาย,"Function of cells, tissues, organs and body systems including feedback mechanisms maintaining the body homeostasis.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาเฉพาะ,สธ.171,PB171,การสาธารณสุขและระบบสุขภาพ,Public Health and Health system,3,3,0,6,ปรัชญา แนวคิดของการสาธารณสุขและระบบสุขภาพ ความสำคัญของชุมชนสุขภาวะ และการมีคุณภาพชีวิตที่ดี พัฒนาการของการสาธารณสุข สมรรถนะของนักสาธารณสุขยุคใหม่ ปัจจัยกำหนดสุขภาพและปัจจัยสังคมกำหนดสุขภาพ นิเวศวิทยาของผลลัพธ์ด้านสุขภาพ การ ดำเนินงานด้านสาธารณสุขในมิติต่างๆ การดูแลสุขภาพแบบองค์รวม นโยบายและยุทธศาสตร์ด้าน สาธารณสุข การจัดระบบสุขภาพปฐมภูมิ การประกันสุขภาพ ระบบบริการสาธารณสุขของไทย และต่างประเทศ ข้อมูลสารสนเทศและดัชนีชี้วัดทางด้านสุขภาพ การประเมินสถานการณ์สุขภาพ ชุมชน แนวคิดการพัฒนาที่ยั่งยืน,"Philosophy and concepts of public health and health system; The importance of community well-being and quality of life; Development of Public Health; Competency of health professionals, Health determinants and Social determinants, ecology of health outcomes; Public health operations in various dimensions, Holistic healthcare Approach; Policies and strategy related to health development; Primary Health System; Health insurance, Roles of various health agencies; Health Information and Indicators; Community health situation assessment; Concept of sustainable development.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาเฉพาะ,สธ.211,PB211,จุลชีววิทยาและปรสิตวิทยาสาธารณสุข,Public Health Microbiology and Parasitology,3,2,3,5,อนุกรมวิธานของจุลินทรีย์และปรสิตที่มีความสำคัญทางสาธารณสุข โครงสร้าง พันธุกรรม การเจริญเติบโต คุณลักษณะทางชีวเคมี ความสัมพันธ์ระหว่างโฮสต์ ปรสิต และสิ่งแวดล้อม ห่วงโซ่การติดเชื้อ กลไกการเกิดโรค วิทยาภูมิคุ้มกัน การตรวจวิเคราะห์จุลินทรีย์และปรสิตทางห้องปฏิบัติการ และการประยุกต์ใช้ในงานสาธารณสุข,"Taxonomy of the microorganisms and parasite of public health significance, structure, genetic, growth pattern, biochemical characteristics, host-parasite-environment relationship, the chain of infections, pathogenesis, immunology, microbiological and parasitology laboratory analysis, and application to public health",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาเฉพาะ,สธ.212,PB212,การตรวจประเมินและการบำบัดโรคเบื้องต้น,Assessment and Basic Medical Care,3,2,3,4,หลักการและความสำคัญของการตรวจประเมินและการบำบัดโรคเบื้องต้น การซักประวัติ การตรวจร่างกาย การให้คำแนะนำปรึกษา การเตรียมตรวจ และการแปลผลการตรวจทางห้องปฏิบัติการ การประเมินและการดูแลให้ความช่วยเหลือผู้ป่วยเพื่อการส่งต่อ การใช้ยารักษาเบื้องต้นหรือเวชภัณฑ์ที่ไม่ใช่ยา การช่วยฟื้นคืนชีพ การวางแผนครอบครัว,"Principles of health assessment and basic treatments provision for a patient, history taking, physical examination, consultation, preparation for laboratory examination, and interpretation of laboratory results; assessment of health conditions and provision of basic health care to a patient or an injured person; referral of a patient; use of over-the-counter medicines; cardiopulmonary resuscitation; family planning",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาเฉพาะ,สธ.213,PB213,การป้องกันและควบคุมโรค,Disease Prevention and Control,3,3,0,6,หลักการป้องกันและการควบคุมโรคติดต่อและโรคไม่ติดต่อที่เป็นปัญหาสำคัญ ปัจจัยที่ทำให้เกิดโรค ผลกระทบต่อประชากร เศรษฐกิจ และสังคม โรคติดต่ออุบัติใหม่และอุบัติซ้ำ แนวคิดสุขภาพหนึ่งเดียว โรคจากการประกอบอาชีพและสิ่งแวดล้อม รวมถึงธรรมชาติการเกิดโรค สาเหตุ อาการ การรักษา การกระจายของโรค และการสร้างเสริมภูมิคุ้มกันโรค,"Principle of disease prevention and control among important Communicable Diseases and Non-Communicable Diseases, determinants of disease, disease impact on population, economy and society. Emerging/ reemerging Infectious Diseases, One Health approach, Environmental and Occupational Diseases, including natural history of disease, etiology, symptoms, treatment, distribution of disease and immunization.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาเฉพาะ,สธ.261,PB261,อาชีวอนามัยและความปลอดภัย,Occupational Health and Safety,3,3,0,6,ความเป็นมา หลักการ แนวคิดพื้นฐาน และขอบเขตของงานอาชีวอนามัยและความ ปลอดภัย ปัจจัยคุกคามต่อสุขภาพและความปลอดภัยในการทำงาน ความผิดปกติ โรค และ อุบัติเหตุจากการทำงาน ในผู้ประกอบอาชีพทุกกลุ่มอาชีพทั้งภาคอุตสาหกรรม และเกษตรกรรม การตระหนักถึงอันตรายจากปัจจัยสิ่งแวดล้อมการทำงาน การควบคุมป้องกันอันตรายจากปัจจัย คุกคามต่าง ๆ รวมถึงอุบัติเหตุและโรคจากการทำงาน การสร้างเสริมสุขภาพในสถานประกอบการ การพัฒนาคุณภาพชีวิตการทำงาน และ บริการอาชีวอนามัยและความปลอดภัย ทั้งที่เป็นความ รับผิดชอบของนายจ้างและของภาครัฐ,"Background, principle, concept and scope of occupational health and safety, factors affecting occupational health and safety, occupational diseases and accidents in various occupational sectors including industrial, services, informal sectors and migrant workers, recognition of work hazards, prevention and control of occupational diseases and accidents, quality of work life as well as occupational health and safety services under both the government and employers responsibilities.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาเฉพาะ,สธ.271,PB271,พฤติกรรมศาสตร์ในการสร้างเสริมสุขภาพ,Behavioral Science in Health Promotion,3,3,0,6,พฤติกรรมสุขภาพ พฤติกรรมเสี่ยง ทฤษฎีที่ใช้ในการสร้างเสริมสุขภาพ ทฤษฎี พฤติกรรมสุขภาพระดับบุคคล ระหว่างบุคคล และชุมชน แบบแผนความเชื่อด้านสุขภาพ ทฤษฎี พฤติกรรมตามแผน แรงสนับสนุนทางสังคม ความรอบรู้ด้านสุขภาพ ทฤษฎีขั้นตอนการ เปลี่ยนแปลง แนวคิดในการปรับเปลี่ยนพฤติกรรมสุขภาพ การทำโครงการปรับเปลี่ยนพฤติกรรม สุขภาพ,"Health behavior; risk behavior; theories of health promotion; Theories of health behavior at individual, interpersonal and community level; health belief model; theory of planned behavior; social support theory; stage of change theory; health literacy; concept of health behavioral change; invention and health behavioral program.",
4. วิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม (ปรับปรุง 2566) ศูนย์รังสิต,วิชาเฉพาะ,สธ.301,PB301,ชีวสถิติ และระเบียบวิธีวิจัย,Biostatistics and Research Methodology,3,2,3,4,แนวคิดและวิธีการทางสถิติเพื่อการวิจัย สถิติเชิงพรรณนา สถิติอนุมาน การวิเคราะห์ ข้อมูลโดยใช้โปรแกรมสำเร็จรูปทางสถิติและการแปลผลข้อมูล ความสำคัญของการวิจัย การเขียน ความเป็นมาของปัญหาและเขียนวัตถุประสงค์การ วิจัย การทบทวนวรรณกรรม การเขียนกรอบ แนวคิดการวิจัย รูปแบบการศึกษาวิจัยเชิงปริมาณและ เชิงคุณภาพ การกำหนดประชากรและกลุ่ม ตัวอย่าง การคำนวณขนาดตัวอย่าง การสร้างเครื่องมือ เก็บรวบรวมข้อมูล การบริหารจัดการข้อมูล การวิเคราะห์ข้อมูลและแปลผลข้อมูลในวิจัยเชิงปริมาณและเชิงคุณภาพ และการเขียนรายงานการ วิจัย,"Concept and statistical methodologies for research application, descriptive and inferential statistics, data analysis using application of statistical software package, and interpreting of data analysis results, principles of research, rationale and objectives, literature review, conceptual framework, study design in quantitative and qualitative research, population and sample, sample size calculation, data collection methods, tools development, data management, data analysis and interpreting for quantitative and qualitative research, and research writing.",
